croptype,soiltype,season,month,climate,precipitation,wind,humidity,farming
Betel Leaves,Mountain Soil,Southwest Monsoon,June,Humid Subtropical Climate,87.90686276954446,35.82326155574066,55.682120100377745,yes
Groundnut,Red Soil,Northeast Monsoon,April,Tropical Wet and Dry (Monsoon-Influenced),1.075602429762701,18.398861894490526,32.67228827360577,yes
Sugarcane,Mountain Soil,Northeast Monsoon,March,Tropical Wet and Dry (Monsoon-Influenced),62.339949574396854,41.16456196142791,11.719905627301841,no
Betel Leaves,Lateritic Red Soil,Northeast Monsoon,November,Tropical Wet and Dry (Monsoon-Influenced),70.83283611627975,8.163744819749198,77.03391093017372,no
Cardamom,Red Soil,Northeast Monsoon,February,Tropical Semi-Arid,85.61320195276359,66.52835167639562,38.76855470368531,yes
Soybeans,Alluvial Soil,Southwest Monsoon,May,Humid Subtropical Climate,63.66529319161247,69.93861772329502,0.8816368169113686,yes
Cashew,Mountain Soil,Hot Dry Season,December,Subtropical Highland Climate,94.11568338630023,58.79853273733272,85.21188521222155,no
Rice,Black Soil,Hot Dry Season,November,Tropical Savanna,80.92672481389998,66.58498768943672,49.938340444164375,no
Mango,Mountain Soil,Hot Dry Season,August,Tropical Wet (Monsoon),31.883223149280624,38.551783800041804,59.22987826038033,no
Black Pepper,Lateritic Red Soil,Northeast Monsoon,January,Tropical Savanna,49.39256550896217,23.850274232583345,16.945976528940143,yes
Cotton,Red Soil,Hot Dry Season,March,Subtropical Highland Climate,0.3803201473372875,94.70739732958344,92.86864354287646,yes
Tapioca,Laterite Soil,Northeast Monsoon,December,Tropical Wet and Dry (Monsoon-Influenced),12.001812988628913,50.59635349264312,61.47734675393468,no
Sugarcane,Lateritic Red Soil,Northeast Monsoon,May,Subtropical Highland Climate,19.645706558400867,98.48485539137698,34.65797884206271,no
Tapioca,Red Soil,Northeast Monsoon,April,Mountain Climate,3.6857123779241663,54.6324243129918,88.91887551068973,no
Tea,Black Soil,Southwest Monsoon,May,Tropical Semi-Arid,54.218188209053864,7.6088692034194665,57.404509379742606,no
Black Pepper,Black Soil,Southwest Monsoon,October,Mountain Climate,4.416346058724407,5.722068463581397,96.3638286023076,no
Groundnut,Lateritic Red Soil,Southwest Monsoon,October,Tropical Semi-Arid,58.930050165873446,14.122501145946941,60.53544297712472,yes
Tapioca,Lateritic Red Soil,Northeast Monsoon,November,Mountain Climate,5.288697015018351,79.81124165848256,59.937342358751636,yes
Coffee,Mountain Soil,Southwest Monsoon,May,Tropical Semi-Arid,4.555380759130312,85.98959851820015,50.320917318566536,yes
Sugarcane,Lateritic Red Soil,Northeast Monsoon,April,Tropical Wet and Dry (Monsoon-Influenced),1.4680325975563568,88.67295670804067,98.8158725219541,no
Banana,Black Soil,Southwest Monsoon,July,Tropical Savanna,41.488431698347874,2.096794831702009,31.59273349004088,yes
Coconut,Red Soil,Northeast Monsoon,July,Mountain Climate,7.861491845466551,2.260212492009206,63.771662476025334,yes
Cotton,Black Soil,Southwest Monsoon,July,Subtropical Highland Climate,24.874986307571568,8.668041139470317,78.86174697781398,no
Tea,Red Soil,Northeast Monsoon,February,Tropical Savanna,26.571463702832588,96.08942707499864,61.52383582772399,yes
Cardamom,Alluvial Soil,Hot Dry Season,June,Tropical Semi-Arid,21.3518326375429,22.940916562288315,63.21647650190252,no
Soybeans,Lateritic Red Soil,Hot Dry Season,April,Tropical Wet and Dry (Monsoon-Influenced),30.875246079993644,99.0423802731891,90.30676273225583,yes
Coffee,Red Soil,Hot Dry Season,February,Tropical Savanna,72.51138351157843,45.92096945778058,61.000206347776434,yes
Cardamom,Black Soil,Hot Dry Season,November,Tropical Wet (Monsoon),80.56662723470275,66.82212638447935,97.67666779024043,no
Coconut,Mountain Soil,Northeast Monsoon,August,Subtropical Highland Climate,87.38337344617767,71.80241626720941,24.606265187720467,yes
Black Pepper,Lateritic Red Soil,Northeast Monsoon,October,Tropical Wet and Dry (Monsoon-Influenced),67.43751786229117,31.980212352594283,51.02644739512861,no
Oilseeds,Black Soil,Northeast Monsoon,August,Tropical Wet and Dry (Monsoon-Influenced),51.147545369055806,84.27816448511014,15.112021746334026,no
Red Chili,Mountain Soil,Southwest Monsoon,December,Subtropical Highland Climate,88.16823771864857,59.19594013017796,73.26730031016609,no
Coffee,Lateritic Red Soil,Northeast Monsoon,October,Tropical Wet (Monsoon),61.6359008518777,3.8730266973871386,95.12438834509909,no
Cotton,Black Soil,Northeast Monsoon,June,Tropical Wet and Dry (Monsoon-Influenced),35.29035911816483,51.303212787965855,63.60474317810814,yes
Oilseeds,Black Soil,Hot Dry Season,December,Mountain Climate,6.633551107489888,33.78077550187392,66.20338179115437,no
Black Pepper,Black Soil,Southwest Monsoon,May,Tropical Savanna,75.63151224411985,4.358128827511177,29.82558391891914,no
Cardamom,Lateritic Red Soil,Northeast Monsoon,May,Humid Subtropical Climate,8.94423038381017,8.25941756572992,14.420281999079732,yes
Tea,Alluvial Soil,Hot Dry Season,October,Tropical Semi-Arid,85.87390012141368,45.4899925447428,52.148935751788805,no
Coconut,Alluvial Soil,Hot Dry Season,August,Tropical Semi-Arid,19.795831239143126,41.97977024984888,25.97750128993177,no
Coffee,Laterite Soil,Northeast Monsoon,November,Tropical Semi-Arid,17.619879507367152,14.693300384902653,32.7643487894709,yes
Red Chili,Mountain Soil,Southwest Monsoon,January,Subtropical Highland Climate,61.94651880298915,15.390900961944254,29.049445690380683,no
Coffee,Mountain Soil,Northeast Monsoon,December,Mountain Climate,95.60203570607449,11.67158868603454,80.62260505348338,yes
Mango,Mountain Soil,Southwest Monsoon,September,Tropical Semi-Arid,50.58084480527211,20.827779545847058,91.45857749179771,no
Banana,Laterite Soil,Hot Dry Season,November,Tropical Semi-Arid,97.56196032463737,97.09820770834726,20.900287190955737,yes
Cardamom,Laterite Soil,Southwest Monsoon,May,Mountain Climate,52.6585949071613,92.67308748569596,36.621157884055265,no
Banana,Black Soil,Southwest Monsoon,December,Tropical Wet and Dry (Monsoon-Influenced),90.42791047298103,52.08401431795667,65.72696651582878,yes
Banana,Black Soil,Southwest Monsoon,June,Tropical Savanna,82.37052059508072,27.328983987628085,30.17344232314342,yes
Sugarcane,Laterite Soil,Hot Dry Season,December,Humid Subtropical Climate,47.864292370390146,93.68271200456775,38.05198233269122,no
Soybeans,Lateritic Red Soil,Hot Dry Season,August,Subtropical Highland Climate,94.3274535192683,43.495097071533436,77.86523295911142,no
Turmeric,Red Soil,Southwest Monsoon,May,Tropical Semi-Arid,51.46000668100772,60.12254712236227,24.81912999935686,yes
Tea,Lateritic Red Soil,Northeast Monsoon,April,Subtropical Highland Climate,16.187971541650438,86.03028210797729,49.987819094852426,yes
Black Pepper,Black Soil,Hot Dry Season,February,Tropical Semi-Arid,90.03070470930554,26.595417084192206,31.794854142253815,no
Coffee,Mountain Soil,Southwest Monsoon,November,Mountain Climate,66.97859182958622,84.68047326022479,9.979451716025157,no
Turmeric,Black Soil,Hot Dry Season,March,Tropical Semi-Arid,77.95626612342129,62.410033003486696,88.07461105975132,yes
Turmeric,Black Soil,Northeast Monsoon,July,Tropical Wet (Monsoon),7.750369929953516,25.8393273515097,88.90436003569623,no
Sugarcane,Black Soil,Southwest Monsoon,September,Subtropical Highland Climate,67.17884855696323,40.51458096512066,7.757123785361042,no
Tea,Alluvial Soil,Northeast Monsoon,April,Mountain Climate,25.713455197909052,96.67805455362311,81.87127189940294,no
Cardamom,Red Soil,Northeast Monsoon,December,Tropical Semi-Arid,74.47353324242464,43.23877782370471,10.033865858203727,yes
Cashew,Alluvial Soil,Northeast Monsoon,September,Tropical Savanna,24.850484232866933,34.880209351419985,30.47714349177799,no
Cotton,Red Soil,Northeast Monsoon,November,Humid Subtropical Climate,52.77887832225817,51.73035946956623,24.468348663309037,no
Groundnut,Laterite Soil,Northeast Monsoon,January,Tropical Wet and Dry (Monsoon-Influenced),27.837985190424718,24.240721872193838,42.07291074692645,yes
Banana,Lateritic Red Soil,Northeast Monsoon,September,Humid Subtropical Climate,12.085545476653026,78.42964656792019,9.911041627285933,yes
Cashew,Mountain Soil,Hot Dry Season,October,Mountain Climate,54.75683597237387,47.24207290228699,56.88636537217295,yes
Mango,Lateritic Red Soil,Southwest Monsoon,September,Tropical Wet and Dry (Monsoon-Influenced),21.99854543812704,53.76406949872842,99.08054947894871,yes
Tapioca,Alluvial Soil,Northeast Monsoon,October,Tropical Savanna,74.6430103686142,57.95768281937508,14.471063840910514,yes
Betel Leaves,Laterite Soil,Southwest Monsoon,November,Subtropical Highland Climate,33.88633918492007,3.522028939745192,25.441915358638013,no
Tapioca,Lateritic Red Soil,Hot Dry Season,June,Tropical Savanna,40.16579411320509,50.99284714604754,45.84074918730651,yes
Coffee,Laterite Soil,Northeast Monsoon,February,Humid Subtropical Climate,79.6623628146948,36.588163482313405,96.19732650814582,yes
Black Pepper,Lateritic Red Soil,Hot Dry Season,June,Subtropical Highland Climate,54.28156367929661,58.85208620215183,88.34825407479741,no
Sugarcane,Black Soil,Hot Dry Season,June,Tropical Semi-Arid,5.96047876474114,66.88832367541312,14.194297038690262,no
Cashew,Lateritic Red Soil,Northeast Monsoon,July,Tropical Wet and Dry (Monsoon-Influenced),80.26384655989355,30.51568848315933,31.855228573370344,yes
Betel Leaves,Mountain Soil,Southwest Monsoon,May,Tropical Wet (Monsoon),81.26461326720414,27.187797702251103,26.51983553576428,no
Rice,Alluvial Soil,Hot Dry Season,July,Subtropical Highland Climate,80.66119667967583,24.24157223461174,42.58476186235271,no
Tapioca,Black Soil,Hot Dry Season,August,Tropical Semi-Arid,95.97873794337643,98.70807587235268,16.04662241604593,yes
Cotton,Alluvial Soil,Hot Dry Season,May,Tropical Savanna,74.00020536325982,61.182188410129825,21.94795092498918,no
Cardamom,Laterite Soil,Hot Dry Season,June,Tropical Savanna,73.74002759901146,21.32256647280133,20.57210764210068,yes
Rice,Red Soil,Hot Dry Season,August,Tropical Semi-Arid,7.007235801124356,57.87732466714564,46.962540065314016,no
Red Chili,Black Soil,Hot Dry Season,May,Humid Subtropical Climate,24.180464693429826,37.65934919410393,44.71236184740355,no
Betel Leaves,Mountain Soil,Hot Dry Season,July,Tropical Wet (Monsoon),43.02726618197442,83.50777540200225,2.8998926572221473,no
Sugarcane,Alluvial Soil,Northeast Monsoon,November,Tropical Semi-Arid,77.52932535951246,59.70369842863734,7.6306930606149574,no
Black Pepper,Red Soil,Hot Dry Season,December,Subtropical Highland Climate,14.353515909008852,63.4236234642516,34.0851243497578,yes
Sugarcane,Laterite Soil,Southwest Monsoon,May,Tropical Wet and Dry (Monsoon-Influenced),25.067914630984244,69.40161570040529,5.237060447478115,no
Black Pepper,Mountain Soil,Northeast Monsoon,July,Tropical Wet and Dry (Monsoon-Influenced),70.0612426655333,3.517886509773571,10.597828236913386,yes
Mango,Black Soil,Southwest Monsoon,June,Tropical Savanna,14.190492489075924,0.3780421294533376,0.4535893021060944,yes
Turmeric,Alluvial Soil,Southwest Monsoon,November,Tropical Semi-Arid,52.35155149394362,56.887440776343745,29.131043825522806,no
Black Pepper,Mountain Soil,Northeast Monsoon,August,Tropical Wet (Monsoon),38.69884717781721,82.9576604617096,10.814264202323931,yes
Mango,Lateritic Red Soil,Southwest Monsoon,May,Tropical Wet (Monsoon),66.00642018116919,4.6329856506538425,76.10770314057679,no
Cardamom,Lateritic Red Soil,Northeast Monsoon,September,Humid Subtropical Climate,16.53963036233708,25.54828276037856,3.8349565311586953,yes
Cotton,Red Soil,Hot Dry Season,September,Tropical Wet (Monsoon),38.36971900608949,38.28810106958973,48.395148225476156,no
Cashew,Black Soil,Hot Dry Season,March,Tropical Savanna,16.68731066849056,90.11305503079902,54.22462366728655,yes
Oilseeds,Black Soil,Northeast Monsoon,November,Tropical Savanna,58.47677342055528,40.47026219796434,35.606315134588925,no
Cardamom,Alluvial Soil,Northeast Monsoon,February,Tropical Wet (Monsoon),10.456866665695408,94.96359574557147,11.986569672421165,yes
Red Chili,Mountain Soil,Southwest Monsoon,January,Tropical Wet and Dry (Monsoon-Influenced),10.869427240366814,60.43163012475938,44.29259106148235,no
Cashew,Black Soil,Hot Dry Season,April,Subtropical Highland Climate,39.571492015462375,39.31458542468835,0.74089773648226,yes
Rice,Mountain Soil,Northeast Monsoon,October,Tropical Wet and Dry (Monsoon-Influenced),22.983093502676212,86.13378366793127,46.21697098283208,no
Red Chili,Lateritic Red Soil,Hot Dry Season,April,Subtropical Highland Climate,83.38543487425159,8.258375462209555,52.62651072825704,no
Groundnut,Alluvial Soil,Southwest Monsoon,August,Tropical Semi-Arid,27.33988098689375,15.733418248910924,12.532603061543435,yes
Groundnut,Mountain Soil,Hot Dry Season,March,Tropical Wet (Monsoon),40.55594109247007,37.14174884822602,88.07345474008196,no
Rice,Mountain Soil,Southwest Monsoon,January,Humid Subtropical Climate,48.735861061510136,32.10425144761319,58.65855463273626,no
Banana,Red Soil,Southwest Monsoon,November,Tropical Wet and Dry (Monsoon-Influenced),18.27077185476166,18.89888809065604,37.47831907220724,yes
Banana,Lateritic Red Soil,Northeast Monsoon,September,Tropical Wet and Dry (Monsoon-Influenced),28.575076494267204,17.99279988092277,48.456611619281134,yes
Coconut,Black Soil,Northeast Monsoon,November,Tropical Wet (Monsoon),14.828536103739133,40.94692160657297,68.81950213519767,no
Turmeric,Lateritic Red Soil,Hot Dry Season,February,Tropical Savanna,81.8135746097108,96.5071238613539,93.53427706356702,yes
Black Pepper,Alluvial Soil,Southwest Monsoon,July,Tropical Wet (Monsoon),74.90000026945906,75.3543189910076,83.74982653157556,no
Tapioca,Mountain Soil,Northeast Monsoon,January,Subtropical Highland Climate,51.373539803183924,37.39103987495478,47.37196483133271,no
Groundnut,Lateritic Red Soil,Northeast Monsoon,November,Tropical Wet and Dry (Monsoon-Influenced),75.31044167190127,54.52077587446007,24.343791044863583,yes
Coffee,Lateritic Red Soil,Southwest Monsoon,August,Tropical Savanna,50.390986529783135,16.807130379382727,50.43093418245101,no
Turmeric,Mountain Soil,Northeast Monsoon,April,Subtropical Highland Climate,81.53008691580075,60.14261350970524,3.2437783565767653,no
Betel Leaves,Lateritic Red Soil,Northeast Monsoon,May,Tropical Semi-Arid,98.10471993416976,42.73221517255257,42.88288613527884,yes
Sugarcane,Mountain Soil,Northeast Monsoon,May,Tropical Savanna,84.61095481390984,27.066076224317637,86.01648673428122,yes
Tapioca,Mountain Soil,Northeast Monsoon,September,Mountain Climate,82.40081222828944,37.20858928271347,25.827361552681396,no
Soybeans,Mountain Soil,Northeast Monsoon,May,Tropical Savanna,50.51689196326278,53.204090630449016,2.255909659872646,no
Sugarcane,Black Soil,Northeast Monsoon,October,Mountain Climate,42.44366905842871,48.64711029062979,2.8987998847804786,no
Cardamom,Laterite Soil,Southwest Monsoon,October,Subtropical Highland Climate,34.9666698050201,86.59067312810251,29.29080747285876,no
Soybeans,Red Soil,Northeast Monsoon,May,Tropical Savanna,79.7610084810747,2.6074619229992657,33.166310032972724,no
Tea,Alluvial Soil,Hot Dry Season,November,Tropical Semi-Arid,25.374243115853478,96.39678878085098,3.510279991958154,yes
Coconut,Alluvial Soil,Hot Dry Season,October,Tropical Semi-Arid,31.1543729894446,84.17421282783543,34.876661350326565,no
Oilseeds,Lateritic Red Soil,Northeast Monsoon,April,Tropical Semi-Arid,84.66207234591576,36.37926455535244,6.507053304489984,no
Coffee,Alluvial Soil,Southwest Monsoon,July,Mountain Climate,26.563858151217147,36.08501564823313,82.55140831236115,no
Coconut,Alluvial Soil,Northeast Monsoon,November,Mountain Climate,88.83736922443993,58.82440973804767,46.91619864648523,yes
Red Chili,Black Soil,Hot Dry Season,March,Subtropical Highland Climate,86.2790252068024,14.577439388283143,1.5275411791471183,no
Tapioca,Alluvial Soil,Northeast Monsoon,January,Tropical Wet (Monsoon),43.661297436896206,22.91539773227852,54.47520842278636,yes
Mango,Alluvial Soil,Northeast Monsoon,September,Mountain Climate,41.24673829493536,64.51964744019085,73.80468162791935,no
Cashew,Laterite Soil,Southwest Monsoon,June,Humid Subtropical Climate,60.52486044740826,30.075252045657784,28.515117327707173,yes
Turmeric,Laterite Soil,Hot Dry Season,May,Tropical Wet (Monsoon),52.49941694816954,79.69581006705204,3.8887318024953488,yes
Tapioca,Black Soil,Hot Dry Season,October,Tropical Semi-Arid,61.14460806825517,47.998604411093496,2.3796724777932488,yes
Betel Leaves,Red Soil,Southwest Monsoon,April,Mountain Climate,78.98332934454282,9.695871661042021,48.35023058928534,no
Red Chili,Mountain Soil,Northeast Monsoon,October,Subtropical Highland Climate,98.55618073854114,97.15540869945744,63.87529848183961,yes
Oilseeds,Mountain Soil,Hot Dry Season,October,Mountain Climate,26.1076535319112,91.20027095586406,58.484127886406,no
Sugarcane,Laterite Soil,Southwest Monsoon,March,Tropical Wet and Dry (Monsoon-Influenced),11.208206237558738,17.45816476510289,86.24373844423855,no
